app_id,review_score,review_score_desc,total_positive,total_negative,total_reviews
228440,6,Mostly Positive,131,53,184
228960,8,Very Positive,448,54,502
229480,8,Very Positive,694,160,854
229520,5,Mixed,306,173,479
229580,5,Mixed,505,351,856
229810,5,Mixed,269,123,392
229890,8,Very Positive,61,12,73
230050,8,Very Positive,5099,665,5764
230070,8,Very Positive,1488,311,1799
230150,6,Mostly Positive,219,86,305
230190,8,Very Positive,3527,631,4158
230210,0,No user reviews,0,0,0
230230,8,Very Positive,10129,902,11031
230270,9,Overwhelmingly Positive,1389,62,1451
230310,4,Mostly Negative,104,192,296
230410,8,Very Positive,161067,15293,176360
230650,5,Mixed,112,130,242
230700,8,Very Positive,1349,285,1634
230840,5,Mixed,723,739,1462
230860,8,Very Positive,542,50,592
231020,6,Mostly Positive,62,25,87
231160,9,Overwhelmingly Positive,5330,210,5540
231310,5,Mixed,259,165,424
231330,6,Mostly Positive,1309,497,1806
231430,6,Mostly Positive,27036,8955,35991
231720,4,Mostly Negative,118,232,350
231740,8,Very Positive,2148,395,2543
231910,8,Very Positive,312,78,390
232050,5,Mixed,1187,582,1769
232090,8,Very Positive,47871,6839,54710
232430,6,Mostly Positive,11281,3367,14648
232450,5,Mixed,748,381,1129
232750,6,Mostly Positive,1299,470,1769
232770,8,Very Positive,1965,436,2401
232790,8,Very Positive,5048,1004,6052
232890,5,Mixed,3458,2359,5817
232950,5,Mixed,309,323,632
232970,8,Very Positive,355,57,412
233110,4,Mostly Negative,58,90,148
233130,8,Very Positive,16645,1170,17815
233150,8,Very Positive,2917,283,3200
233190,8,Very Positive,678,123,801
233210,4,Mostly Negative,54,157,211
233230,6,Mostly Positive,1055,357,1412
233250,5,Mixed,8361,5848,14209
233290,8,Very Positive,7053,1366,8419
233310,8,Very Positive,101,17,118
233370,6,Mostly Positive,531,177,708
233450,8,Very Positive,27015,1874,28889
233470,8,Very Positive,4184,822,5006
233510,5,Mixed,101,53,154
233530,4,Mostly Negative,50,127,177
233550,8,Very Positive,1083,209,1292
233610,8,Very Positive,3103,185,3288
233700,8,Very Positive,1003,149,1152
233720,8,Very Positive,10068,2097,12165
233740,8,Very Positive,2031,258,2289
233840,6,Mostly Positive,1519,498,2017
233980,8,Very Positive,5384,389,5773
234080,8,Very Positive,3425,805,4230
234140,8,Very Positive,29985,3026,33011
234160,8,Very Positive,425,70,495
234270,8,Very Positive,634,47,681
234290,5,Mixed,239,129,368
234390,8,Very Positive,2015,329,2344
234490,5,Mixed,515,325,840
234630,6,Mostly Positive,7952,2427,10379
234670,8,Very Positive,7542,769,8311
234710,8,Very Positive,4157,735,4892
234820,6,Mostly Positive,169,70,239
234900,8,Very Positive,799,148,947
234920,6,Mostly Positive,316,83,399
234940,6,Mostly Positive,899,279,1178
235070,5,Mixed,128,102,230
235210,8,Very Positive,1965,361,2326
235250,8,Very Positive,1214,155,1369
235320,8,Very Positive,802,56,858
235360,6,Mostly Positive,634,190,824
235380,5,Mixed,2155,1572,3727
235460,8,Very Positive,12041,973,13014
235540,8,Very Positive,13067,3206,16273
235720,6,Mostly Positive,311,96,407
235800,8,Very Positive,3338,600,3938
235820,8,Very Positive,476,94,570
235980,8,Very Positive,350,10,360
236010,5,Mixed,16,13,29
236090,9,Overwhelmingly Positive,14207,554,14761
236110,6,Mostly Positive,9170,3228,12398
236130,5,Mixed,237,165,402
236150,6,Mostly Positive,2495,1017,3512
236290,6,Mostly Positive,19,5,24
236370,5,Mixed,4198,2715,6913
236390,8,Very Positive,67266,16297,83563
236430,8,Very Positive,27777,3421,31198
236450,9,Overwhelmingly Positive,5481,262,5743
236470,5,Mixed,109,70,179
236490,5,Mixed,16,12,28
236690,6,Mostly Positive,2395,903,3298
236730,8,Very Positive,445,99,544
236790,4,Mostly Negative,136,464,600
236850,8,Very Positive,31870,6296,38166
236870,6,Mostly Positive,17138,4724,21862
236930,8,Very Positive,450,9,459
237110,8,Very Positive,10834,1195,12029
237350,6,Mostly Positive,178,64,242
237370,6,Mostly Positive,252,106,358
237430,8,Very Positive,835,188,1023
237470,5,Mixed,148,73,221
237550,5,Mixed,157,130,287
237630,8,Very Positive,2897,462,3359
237740,8,Very Positive,2231,271,2502
237760,8,Very Positive,330,25,355
237850,8,Very Positive,2481,472,2953
237870,5,Mixed,3587,1598,5185
237890,6,Mostly Positive,1134,408,1542
237930,9,Overwhelmingly Positive,19980,1002,20982
237970,6,Mostly Positive,48,18,66
237990,8,Very Positive,8984,993,9977
238010,8,Very Positive,10996,981,11977
238090,6,Mostly Positive,10800,2725,13525
238240,4,Mostly Negative,906,1471,2377
238260,6,Mostly Positive,2046,728,2774
238280,6,Mostly Positive,1028,359,1387
238320,9,Overwhelmingly Positive,38528,1565,40093
238370,6,Mostly Positive,3623,1103,4726
238430,6,Mostly Positive,8427,3205,11632
238460,9,Overwhelmingly Positive,40829,1010,41839
238530,8,Very Positive,340,31,371
238630,6,Mostly Positive,174,58,232
238870,2,Very Negative,59,341,400
238890,5,Mixed,119,154,273
238910,6,Mostly Positive,623,203,826
238960,8,Very Positive,53700,4554,58254
239030,9,Overwhelmingly Positive,21692,888,22580
239070,8,Very Positive,4750,512,5262
239090,8,Very Positive,318,20,338
239120,8,Very Positive,897,216,1113
239140,8,Very Positive,57374,4146,61520
239160,6,Mostly Positive,8852,3761,12613
239200,5,Mixed,3561,1832,5393
239250,8,Very Positive,2068,397,2465
239350,8,Very Positive,7501,704,8205
239430,8,Very Positive,1050,191,1241
239490,0,No user reviews,0,0,0
239660,6,Mostly Positive,1543,393,1936
239700,8,Very Positive,425,65,490
239720,8,Very Positive,111,25,136
239800,8,Very Positive,1517,109,1626
239820,9,Overwhelmingly Positive,23837,1125,24962
239840,6,Mostly Positive,1319,477,1796
240220,0,No user reviews,0,0,0
240340,8,Very Positive,72,7,79
240360,7,Positive,40,9,49
240440,8,Very Positive,392,42,434
240600,6,Mostly Positive,359,136,495
240620,5,Mixed,122,76,198
240660,5,Mixed,100,43,143
240720,6,Mostly Positive,7782,1956,9738
240760,8,Very Positive,5928,1224,7152
240970,8,Very Positive,387,29,416
241240,8,Very Positive,856,76,932
241260,8,Very Positive,1709,138,1847
241300,8,Very Positive,51,7,58
241320,8,Very Positive,885,60,945
241410,8,Very Positive,1066,120,1186
241540,8,Very Positive,14475,2620,17095
241600,8,Very Positive,12925,803,13728
241720,5,Mixed,554,572,1126
241760,6,Mostly Positive,107,34,141
241910,8,Very Positive,1161,144,1305
241930,8,Very Positive,46639,3936,50575
242050,8,Very Positive,20587,2693,23280
242110,5,Mixed,192,139,331
242130,5,Mixed,288,255,543
242320,0,No user reviews,0,0,0
242530,5,Mixed,187,103,290
242640,8,Very Positive,3949,820,4769
242680,9,Overwhelmingly Positive,8218,314,8532
242700,8,Very Positive,7907,1259,9166
242720,5,Mixed,6363,3148,9511
242760,8,Very Positive,85507,6544,92051
242780,8,Very Positive,468,86,554
242820,8,Very Positive,3040,203,3243
242840,8,Very Positive,967,217,1184
242860,8,Very Positive,19702,3714,23416
242920,8,Very Positive,22678,2383,25061
243120,8,Very Positive,2317,501,2818
243160,8,Very Positive,394,80,474
243200,8,Very Positive,1165,117,1282
243220,8,Very Positive,433,65,498
243280,6,Mostly Positive,145,39,184
243450,8,Very Positive,1094,251,1345
243780,6,Mostly Positive,583,173,756
243800,8,Very Positive,2232,342,2574
243930,5,Mixed,1683,860,2543
243950,6,Mostly Positive,1174,368,1542
243970,8,Very Positive,3210,227,3437
244030,5,Mixed,769,565,1334
244050,5,Mixed,644,547,1191
244070,5,Mixed,371,164,535
244090,5,Mixed,195,109,304
244160,8,Very Positive,4919,747,5666
244210,8,Very Positive,12522,1689,14211
244430,8,Very Positive,458,92,550
244450,8,Very Positive,9125,1557,10682
244590,5,Mixed,738,376,1114
244690,5,Mixed,148,67,215
244730,8,Very Positive,1328,241,1569
244750,8,Very Positive,75,10,85
244810,8,Very Positive,454,98,552
244850,8,Very Positive,52959,7421,60380
244870,8,Very Positive,2824,273,3097
244890,6,Mostly Positive,129,37,166
244930,5,Mixed,6205,3010,9215
244950,6,Mostly Positive,118,30,148
245050,5,Mixed,81,96,177
245170,8,Very Positive,12074,735,12809
245280,8,Very Positive,3304,582,3886
245300,5,Mixed,78,54,132
245350,0,No user reviews,0,0,0
245370,4,Mostly Negative,297,488,785
245470,6,Mostly Positive,4074,1377,5451
245620,6,Mostly Positive,6759,1923,8682
246110,6,Mostly Positive,1017,408,1425
246300,5,Mixed,266,145,411
246420,9,Overwhelmingly Positive,4550,155,4705
246580,8,Very Positive,2175,318,2493
246620,8,Very Positive,16793,1096,17889
246680,5,Mixed,252,147,399
246720,4,Mostly Negative,27,48,75
246760,6,Mostly Positive,940,267,1207
246800,4,Mostly Negative,30,46,76
246840,8,Very Positive,755,68,823
246900,8,Very Positive,5635,431,6066
246920,8,Very Positive,98,8,106
246940,2,Very Negative,70,283,353
246960,8,Very Positive,245,47,292
247000,6,Mostly Positive,2623,842,3465
247020,8,Very Positive,3916,208,4124
247080,9,Overwhelmingly Positive,12283,403,12686
247140,8,Very Positive,526,50,576
247240,8,Very Positive,1588,356,1944
247310,5,Mixed,34,49,83
247370,6,Mostly Positive,292,99,391
247580,8,Very Positive,179,38,217
247660,5,Mixed,1823,812,2635
247870,5,Mixed,147,208,355
247910,8,Very Positive,2832,493,3325
247950,4,Mostly Negative,874,2710,3584
248190,8,Very Positive,259,38,297
248290,5,Mixed,211,93,304
248310,9,Overwhelmingly Positive,3226,138,3364
248330,8,Very Positive,485,43,528
248390,8,Very Positive,6193,822,7015
248410,4,Mostly Negative,74,187,261
248450,5,Mixed,133,75,208
248470,5,Mixed,334,171,505
248530,6,Mostly Positive,596,204,800
248550,8,Very Positive,792,88,880
248570,8,Very Positive,9510,1280,10790
248590,0,No user reviews,0,0,0
248610,8,Very Positive,4841,263,5104
248630,5,Mixed,455,559,1014
248650,6,Mostly Positive,719,227,946
248710,4,Mostly Negative,179,433,612
248730,8,Very Positive,285,63,348
248800,6,Mostly Positive,585,173,758
248820,8,Very Positive,20449,1261,21710
248970,8,Very Positive,484,79,563
249050,8,Very Positive,6596,806,7402
249130,8,Very Positive,7658,548,8206
249190,5,Mixed,129,158,287
249230,6,Mostly Positive,2441,997,3438
249330,8,Very Positive,1061,121,1182
249360,5,Mixed,268,121,389
249590,8,Very Positive,1294,187,1481
249610,5,Mixed,38,34,72
249630,8,Very Positive,1651,218,1869
249650,5,Mixed,1528,943,2471
249680,8,Very Positive,1608,131,1739
249870,8,Very Positive,1107,220,1327
249950,8,Very Positive,398,73,471
249990,6,Mostly Positive,1726,569,2295
250050,9,Overwhelmingly Positive,913,29,942
250070,7,Positive,12,2,14
250110,9,Overwhelmingly Positive,1183,60,1243
250180,8,Very Positive,4728,500,5228
250260,8,Very Positive,3677,350,4027
250320,9,Overwhelmingly Positive,19561,472,20033
250340,6,Mostly Positive,3083,1219,4302
250380,8,Very Positive,825,124,949
250400,8,Very Positive,11872,2400,14272
250420,5,Mixed,2534,1737,4271
250460,6,Mostly Positive,763,249,1012
250520,8,Very Positive,1244,188,1432
250560,6,Mostly Positive,923,233,1156
250580,5,Mixed,894,405,1299
250600,8,Very Positive,18125,1534,19659
250620,8,Very Positive,3457,531,3988
250640,8,Very Positive,253,56,309
250660,5,Mixed,198,96,294
250680,0,No user reviews,0,0,0
250700,8,Very Positive,627,66,693
250760,9,Overwhelmingly Positive,8276,257,8533
250900,9,Overwhelmingly Positive,62009,1337,63346
251110,8,Very Positive,527,68,595
251130,8,Very Positive,2361,165,2526
251150,8,Very Positive,3068,269,3337
251170,6,Mostly Positive,2351,894,3245
251210,8,Very Positive,165,18,183
251230,6,Mostly Positive,260,78,338
251270,8,Very Positive,364,26,390
251290,9,Overwhelmingly Positive,966,21,987
251390,5,Mixed,118,55,173
251410,5,Mixed,73,103,176
251430,8,Very Positive,510,35,545
251450,4,Mostly Negative,66,104,170
251470,8,Very Positive,1712,106,1818
251490,8,Very Positive,251,7,258
251510,8,Very Positive,43,7,50
251530,6,Mostly Positive,388,100,488
251570,8,Very Positive,51025,10923,61948
251630,8,Very Positive,821,137,958
251650,0,No user reviews,0,0,0
251690,5,Mixed,323,177,500
251710,5,Mixed,161,137,298
251730,8,Very Positive,1904,187,2091
251810,6,Mostly Positive,196,65,261
251830,9,Overwhelmingly Positive,517,26,543
251850,6,Mostly Positive,449,129,578
251870,8,Very Positive,2116,296,2412
251890,5,Mixed,306,224,530
251910,6,Mostly Positive,200,61,261
251990,8,Very Positive,5307,281,5588
252010,8,Very Positive,524,103,627
252030,8,Very Positive,1828,300,2128
252090,8,Very Positive,53,10,63
252110,9,Overwhelmingly Positive,1506,79,1585
252130,8,Very Positive,601,46,647
252170,8,Very Positive,227,53,280
252230,5,Mixed,217,100,317
252270,5,Mixed,150,85,235
252290,5,Mixed,162,80,242
252310,8,Very Positive,514,88,602
252330,8,Very Positive,3705,470,4175
252370,8,Very Positive,428,94,522
252410,8,Very Positive,3741,273,4014
252430,5,Mixed,60,89,149
252450,5,Mixed,953,691,1644
252470,8,Very Positive,1503,362,1865
252490,8,Very Positive,180850,40762,221612
252550,8,Very Positive,467,57,524
252570,5,Mixed,242,127,369
252630,8,Very Positive,1407,189,1596
252710,8,Very Positive,158,30,188
252750,8,Very Positive,180,22,202
252830,5,Mixed,196,85,281
252850,6,Mostly Positive,1405,518,1923
252890,8,Very Positive,91,18,109
252950,8,Very Positive,181782,17822,199604
252970,6,Mostly Positive,96,29,125
253030,8,Very Positive,4800,305,5105
253050,6,Mostly Positive,273,107,380
253110,8,Very Positive,3109,219,3328
253150,6,Mostly Positive,389,106,495
253190,5,Mixed,582,306,888
253230,9,Overwhelmingly Positive,7338,100,7438
253290,8,Very Positive,530,64,594
253310,6,Mostly Positive,76,20,96
253330,6,Mostly Positive,1342,464,1806
253350,8,Very Positive,163,27,190
253370,5,Mixed,223,115,338
253390,5,Mixed,108,52,160
253430,6,Mostly Positive,3734,1519,5253
253510,5,Mixed,442,549,991
253610,6,Mostly Positive,328,125,453
253630,5,Mixed,158,141,299
253650,6,Mostly Positive,1288,483,1771
253690,6,Mostly Positive,304,85,389
253710,5,Mixed,10194,13312,23506
253750,9,Overwhelmingly Positive,1245,61,1306
253790,8,Very Positive,160,34,194
253840,8,Very Positive,1501,136,1637
254200,6,Mostly Positive,1555,525,2080
254270,0,No user reviews,0,0,0
254300,6,Mostly Positive,124,48,172
254370,0,No user reviews,0,0,0
254440,8,Very Positive,2193,230,2423
254460,8,Very Positive,545,36,581
254480,6,Mostly Positive,209,54,263
254700,8,Very Positive,8843,1590,10433
255070,5,Mixed,1275,760,2035
255220,6,Mostly Positive,4500,1416,5916
255260,5,Mixed,152,76,228
255280,6,Mostly Positive,608,225,833
255300,8,Very Positive,903,117,1020
255320,8,Very Positive,623,138,761
255340,8,Very Positive,291,6,297
255370,5,Mixed,459,236,695
255390,8,Very Positive,901,48,949
255420,5,Mixed,1719,2161,3880
255520,8,Very Positive,2091,500,2591
255710,8,Very Positive,53369,4186,57555
255870,8,Very Positive,409,39,448
256010,5,Mixed,307,363,670
256030,5,Mixed,216,120,336
256070,6,Mostly Positive,120,45,165
256190,5,Mixed,1807,1069,2876
256330,5,Mixed,526,294,820
256370,6,Mostly Positive,599,157,756
256390,5,Mixed,190,194,384
256460,8,Very Positive,316,34,350
257050,5,Mixed,391,368,759
257120,6,Mostly Positive,401,101,502
257170,8,Very Positive,830,142,972
257260,8,Very Positive,50,4,54
257350,8,Very Positive,2185,358,2543
257510,9,Overwhelmingly Positive,14880,637,15517
257630,5,Mixed,127,145,272
257690,8,Very Positive,569,87,656
257750,8,Very Positive,2117,389,2506
257770,5,Mixed,45,29,74
257790,8,Very Positive,324,43,367
257830,5,Mixed,417,241,658
257850,8,Very Positive,9406,565,9971
257970,8,Very Positive,350,85,435
257990,8,Very Positive,524,87,611
258050,5,Mixed,493,249,742
258090,5,Mixed,200,144,344
258180,4,Mostly Negative,895,1924,2819
258220,5,Mixed,369,250,619
258520,8,Very Positive,6430,768,7198
258590,6,Mostly Positive,281,97,378
258890,6,Mostly Positive,1069,269,1338
258910,6,Mostly Positive,219,63,282
258950,5,Mixed,230,155,385
258970,6,Mostly Positive,4568,1311,5879
259080,8,Very Positive,10771,946,11717
259410,8,Very Positive,225,28,253
259430,6,Mostly Positive,167,57,224
259470,5,Mixed,50,23,73
259490,8,Very Positive,233,29,262
259510,8,Very Positive,399,70,469
259530,8,Very Positive,2292,157,2449
259550,8,Very Positive,2633,212,2845
259600,8,Very Positive,668,137,805
259640,4,Mostly Negative,57,127,184
259660,5,Mixed,193,103,296
259680,9,Overwhelmingly Positive,2450,108,2558
259700,4,Mostly Negative,79,137,216
259720,5,Mixed,126,64,190
259740,8,Very Positive,1006,75,1081
259810,8,Very Positive,92,5,97
259830,5,Mixed,59,45,104
259870,8,Very Positive,257,62,319
260130,6,Mostly Positive,228,70,298
260160,8,Very Positive,438,98,536
260250,5,Mixed,339,220,559
260330,6,Mostly Positive,110,36,146
260380,5,Mixed,23,12,35
260410,6,Mostly Positive,1031,367,1398
260430,5,Mixed,1957,843,2800
260530,8,Very Positive,75,6,81
260790,8,Very Positive,410,94,504
261030,9,Overwhelmingly Positive,19248,846,20094
261110,6,Mostly Positive,4216,1311,5527
261180,8,Very Positive,4392,277,4669
261470,6,Mostly Positive,808,223,1031
261490,6,Mostly Positive,495,163,658
261530,6,Mostly Positive,1986,580,2566
261570,9,Overwhelmingly Positive,24272,869,25141
261600,3,Negative,9,39,48
261640,8,Very Positive,13673,3145,16818
261680,6,Mostly Positive,248,69,317
261700,8,Very Positive,1021,143,1164
261720,5,Mixed,67,50,117
261740,5,Mixed,32,17,49
261760,5,Mixed,1314,922,2236
261900,7,Positive,23,0,23
261920,5,Mixed,43,58,101
261940,6,Mostly Positive,55,20,75
261960,5,Mixed,73,43,116
262000,8,Very Positive,496,50,546
262060,8,Very Positive,32758,5145,37903
262080,2,Very Negative,9,44,53
262120,6,Mostly Positive,454,152,606
262190,6,Mostly Positive,118,31,149
262210,8,Very Positive,154,31,185
262240,8,Very Positive,112,15,127
262260,8,Very Positive,858,117,975
262280,6,Mostly Positive,2702,700,3402
262300,5,Mixed,30,18,48
262390,8,Very Positive,662,105,767
262410,8,Very Positive,8946,1908,10854
262450,8,Very Positive,295,47,342
262470,8,Very Positive,404,45,449
262510,6,Mostly Positive,28,11,39
262550,8,Very Positive,571,73,644
262590,8,Very Positive,134,21,155
262610,5,Mixed,16,12,28
262630,7,Positive,12,2,14
262690,8,Very Positive,651,134,785
262750,5,Mixed,203,89,292
262770,8,Very Positive,322,23,345
262790,8,Very Positive,520,115,635
262810,5,Mixed,66,53,119
262900,6,Mostly Positive,181,66,247
262920,5,Mixed,14,12,26
262940,8,Very Positive,1359,185,1544
262960,6,Mostly Positive,761,191,952
262980,4,Mostly Negative,22,73,95
263020,8,Very Positive,523,55,578
263040,5,Mixed,60,26,86
263060,8,Very Positive,4662,1069,5731
263080,5,Mixed,142,70,212
263200,6,Mostly Positive,434,112,546
263280,8,Very Positive,15306,2536,17842
263320,8,Very Positive,361,85,446
263380,8,Very Positive,184,22,206
263400,8,Very Positive,394,56,450
263420,5,Mixed,166,191,357
263460,6,Mostly Positive,141,55,196
263480,5,Mixed,68,74,142
263500,6,Mostly Positive,2207,643,2850
263520,5,Mixed,81,35,116
263560,8,Very Positive,408,90,498
263620,8,Very Positive,2247,478,2725
263640,5,Mixed,33,49,82
263680,5,Mixed,392,346,738
263700,6,Mostly Positive,272,78,350
263720,6,Mostly Positive,236,94,330
263740,8,Very Positive,755,139,894
263760,8,Very Positive,3269,293,3562
263820,8,Very Positive,504,63,567
263860,6,Mostly Positive,207,80,287
263880,8,Very Positive,340,46,386
263920,6,Mostly Positive,193,75,268
263980,8,Very Positive,5641,397,6038
264000,5,Mixed,120,70,190
264020,5,Mixed,11,5,16
264060,8,Very Positive,147,26,173
264140,5,Mixed,4069,2139,6208
264160,8,Very Positive,396,57,453
264200,9,Overwhelmingly Positive,12815,201,13016
264220,8,Very Positive,182,28,210
264240,6,Mostly Positive,972,362,1334
264260,6,Mostly Positive,42,16,58
264280,5,Mixed,318,193,511
264300,6,Mostly Positive,621,254,875
264340,8,Very Positive,211,40,251
264380,8,Very Positive,2545,156,2701
264400,7,Positive,25,0,25
264440,3,Negative,3,14,17
264460,5,Mixed,19,26,45
264520,6,Mostly Positive,145,53,198
264540,5,Mixed,180,91,271
